Entity,Code,Day,total_vaccinations_per_hundred
Azerbaijan,AZE,2021-04-07,10.12
Azerbaijan,AZE,2021-04-08,10.55
Azerbaijan,AZE,2021-04-09,10.96
Azerbaijan,AZE,2021-04-10,11.38
Azerbaijan,AZE,2021-04-11,11.61
Azerbaijan,AZE,2021-04-12,11.61
Azerbaijan,AZE,2021-04-13,11.96
Azerbaijan,AZE,2021-04-14,12.26
Azerbaijan,AZE,2021-04-15,12.54
Azerbaijan,AZE,2021-04-16,12.81
Azerbaijan,AZE,2021-04-17,13.07
Azerbaijan,AZE,2021-04-18,13.19
Azerbaijan,AZE,2021-04-19,13.19
Azerbaijan,AZE,2021-04-20,13.34
Azerbaijan,AZE,2021-04-21,13.48
Azerbaijan,AZE,2021-04-22,13.63
Azerbaijan,AZE,2021-04-23,13.77
Azerbaijan,AZE,2021-04-24,13.93
Azerbaijan,AZE,2021-04-25,14.04
Azerbaijan,AZE,2021-04-26,14.04
Azerbaijan,AZE,2021-04-27,14.2
Azerbaijan,AZE,2021-04-28,14.36
Azerbaijan,AZE,2021-04-29,14.51
Azerbaijan,AZE,2021-04-30,14.68
Azerbaijan,AZE,2021-05-01,14.85
Azerbaijan,AZE,2021-05-02,14.96
Azerbaijan,AZE,2021-05-04,15.15
Azerbaijan,AZE,2021-05-05,15.45
Azerbaijan,AZE,2021-05-06,15.72
Azerbaijan,AZE,2021-05-07,16.05
Azerbaijan,AZE,2021-05-08,16.39
Azerbaijan,AZE,2021-05-09,16.64
Azerbaijan,AZE,2021-05-10,16.64
Azerbaijan,AZE,2021-05-11,16.82
Bahamas,BHS,2021-03-13,0
Bahamas,BHS,2021-03-14,0.03
Bahamas,BHS,2021-03-21,0.38
Bahamas,BHS,2021-03-28,1.78
Bahamas,BHS,2021-04-07,2.54
Bahamas,BHS,2021-04-11,3.81
Bahamas,BHS,2021-04-20,5.57
Bahamas,BHS,2021-04-27,6.53
Bahamas,BHS,2021-05-09,9.15
Bahrain,BHR,2020-12-23,2.29
Bahrain,BHR,2020-12-24,2.94
Bahrain,BHR,2020-12-25,2.97
Bahrain,BHR,2020-12-26,3.03
Bahrain,BHR,2020-12-27,3.15
Bahrain,BHR,2020-12-28,3.23
Bahrain,BHR,2020-12-29,3.29
Bahrain,BHR,2020-12-30,3.37
Bahrain,BHR,2020-12-31,3.45
Bahrain,BHR,2021-01-01,3.49
Bahrain,BHR,2021-01-02,3.53
Bahrain,BHR,2021-01-03,3.57
Bahrain,BHR,2021-01-04,3.62
Bahrain,BHR,2021-01-05,3.75
Bahrain,BHR,2021-01-06,4.02
Bahrain,BHR,2021-01-07,4.25
Bahrain,BHR,2021-01-08,4.6
Bahrain,BHR,2021-01-09,4.95
Bahrain,BHR,2021-01-10,5.25
Bahrain,BHR,2021-01-11,5.44
Bahrain,BHR,2021-01-12,5.75
Bahrain,BHR,2021-03-06,29.77
Bahrain,BHR,2021-03-07,29.97
Bahrain,BHR,2021-03-08,30.11
Bahrain,BHR,2021-03-09,30.24
Bahrain,BHR,2021-03-10,30.44
Bahrain,BHR,2021-03-11,30.58
Bahrain,BHR,2021-03-12,30.7
Bahrain,BHR,2021-03-13,31.42
Bahrain,BHR,2021-03-14,32.39
Bahrain,BHR,2021-03-15,33.31
Bahrain,BHR,2021-03-16,34.12
Bahrain,BHR,2021-03-17,35.11
Bahrain,BHR,2021-03-18,36.08
Bahrain,BHR,2021-03-19,36.83
Bahrain,BHR,2021-03-20,37.62
Bahrain,BHR,2021-03-21,38.39
Bahrain,BHR,2021-03-22,39.21
Bahrain,BHR,2021-03-23,39.97
Bahrain,BHR,2021-03-24,40.83
Bahrain,BHR,2021-03-25,41.61
Bahrain,BHR,2021-03-26,42.16
Bahrain,BHR,2021-03-27,42.55
Bahrain,BHR,2021-03-28,43.24
Bahrain,BHR,2021-03-29,43.9
Bahrain,BHR,2021-03-30,44.4
Bahrain,BHR,2021-03-31,45.04
Bahrain,BHR,2021-04-01,45.56
Bahrain,BHR,2021-04-02,45.99
Bahrain,BHR,2021-04-03,46.89
Bahrain,BHR,2021-04-04,48.04
Bahrain,BHR,2021-04-05,49.18
Bahrain,BHR,2021-04-06,50.33
Bahrain,BHR,2021-04-07,51.71
Bahrain,BHR,2021-04-08,52.94
Bahrain,BHR,2021-04-09,54.02
Bahrain,BHR,2021-04-10,55.19
Bahrain,BHR,2021-04-11,56.21
Bahrain,BHR,2021-04-12,57.24
Bahrain,BHR,2021-04-13,58.14
Bahrain,BHR,2021-04-14,59.28
Bahrain,BHR,2021-04-15,60.43
Bahrain,BHR,2021-04-16,61.26
Bahrain,BHR,2021-04-17,62
Bahrain,BHR,2021-04-18,63.32
Bahrain,BHR,2021-04-19,64.49
Bahrain,BHR,2021-04-20,65.73
Bahrain,BHR,2021-04-21,66.85
Bahrain,BHR,2021-04-22,67.56
Bahrain,BHR,2021-04-23,67.98
Bahrain,BHR,2021-04-24,68.68
Bahrain,BHR,2021-04-25,69.39
Bahrain,BHR,2021-04-26,70.11
Bahrain,BHR,2021-04-27,70.92
Bahrain,BHR,2021-04-28,71.48
Bahrain,BHR,2021-04-29,71.94
Bahrain,BHR,2021-04-30,72.59
Bahrain,BHR,2021-05-01,73.24
Bahrain,BHR,2021-05-02,74.29
Bahrain,BHR,2021-05-03,75.42
Bahrain,BHR,2021-05-04,76.5
Bahrain,BHR,2021-05-05,77.49
Bahrain,BHR,2021-05-06,78.44
Bahrain,BHR,2021-05-07,79.17
Bahrain,BHR,2021-05-08,79.8
Bahrain,BHR,2021-05-09,80.86
Bahrain,BHR,2021-05-10,81.98
Bahrain,BHR,2021-05-11,83.22
Bangladesh,BGD,2021-01-26,0
Bangladesh,BGD,2021-01-27,0
Bangladesh,BGD,2021-01-28,0
Bangladesh,BGD,2021-02-07,0.02
Bangladesh,BGD,2021-02-09,0.11
Bangladesh,BGD,2021-02-10,0.21
Bangladesh,BGD,2021-02-13,0.45
Bangladesh,BGD,2021-02-14,0.55
Bangladesh,BGD,2021-02-15,0.69
Bangladesh,BGD,2021-02-16,0.83
Bangladesh,BGD,2021-02-17,0.96
Bangladesh,BGD,2021-02-18,1.12
Bangladesh,BGD,2021-02-20,1.26
Bangladesh,BGD,2021-02-22,1.4
Bangladesh,BGD,2021-02-23,1.51
Bangladesh,BGD,2021-02-24,1.62
Bangladesh,BGD,2021-02-25,1.73
Bangladesh,BGD,2021-02-27,1.81
Bangladesh,BGD,2021-02-28,1.89
Bangladesh,BGD,2021-03-02,2.03
Bangladesh,BGD,2021-03-04,2.17
Bangladesh,BGD,2021-03-07,2.24
Bangladesh,BGD,2021-03-09,2.44
Bangladesh,BGD,2021-03-11,2.56
Bangladesh,BGD,2021-03-14,2.67
Bangladesh,BGD,2021-03-16,2.78
Bangladesh,BGD,2021-03-18,2.85
Bangladesh,BGD,2021-03-20,2.89
Bangladesh,BGD,2021-03-22,2.98
Bangladesh,BGD,2021-03-24,3.08
Bangladesh,BGD,2021-03-25,3.12
Bangladesh,BGD,2021-03-29,3.23
Bangladesh,BGD,2021-03-31,3.26
Bangladesh,BGD,2021-04-01,3.29
Bangladesh,BGD,2021-04-03,3.31
Bangladesh,BGD,2021-04-04,3.34
Bangladesh,BGD,2021-04-05,3.36
Bangladesh,BGD,2021-04-07,3.38
Bangladesh,BGD,2021-04-08,3.44
Bangladesh,BGD,2021-04-10,3.53
Bangladesh,BGD,2021-04-11,3.65
Bangladesh,BGD,2021-04-12,3.75
Bangladesh,BGD,2021-04-15,4.02
Bangladesh,BGD,2021-04-18,4.3
Bangladesh,BGD,2021-04-20,4.51
Bangladesh,BGD,2021-04-22,4.7
Bangladesh,BGD,2021-04-24,4.83
Bangladesh,BGD,2021-04-25,4.95
Bangladesh,BGD,2021-04-26,5.03
Bangladesh,BGD,2021-04-27,5.1
Bangladesh,BGD,2021-04-28,5.17
Bangladesh,BGD,2021-04-29,5.24
Bangladesh,BGD,2021-05-02,5.32
Bangladesh,BGD,2021-05-03,5.37
Bangladesh,BGD,2021-05-04,5.42
Bangladesh,BGD,2021-05-05,5.48
Bangladesh,BGD,2021-05-06,5.55
Bangladesh,BGD,2021-05-08,5.6
Bangladesh,BGD,2021-05-09,5.66
Barbados,BRB,2021-02-15,1.56
Barbados,BRB,2021-02-16,2.33
Barbados,BRB,2021-02-17,3.17
Barbados,BRB,2021-02-18,4
Barbados,BRB,2021-02-19,5.01
Barbados,BRB,2021-02-20,5.51
Barbados,BRB,2021-02-21,5.76
Barbados,BRB,2021-02-22,6.64
Barbados,BRB,2021-02-23,7.67
Barbados,BRB,2021-02-24,8.9
Barbados,BRB,2021-02-25,10.19
Barbados,BRB,2021-02-26,11.7
Barbados,BRB,2021-02-27,12.79
Barbados,BRB,2021-02-28,13.44
Barbados,BRB,2021-03-01,14.31
Barbados,BRB,2021-03-02,15.05
Barbados,BRB,2021-03-03,15.61
Barbados,BRB,2021-03-04,16.16
Barbados,BRB,2021-03-05,16.87
Barbados,BRB,2021-03-06,17.01
Barbados,BRB,2021-03-07,17.16
Barbados,BRB,2021-03-08,17.19
Barbados,BRB,2021-03-09,17.31
Barbados,BRB,2021-03-10,17.49
Barbados,BRB,2021-03-11,17.64
Barbados,BRB,2021-03-12,17.74
Barbados,BRB,2021-03-13,17.95
Barbados,BRB,2021-03-14,18.2
Barbados,BRB,2021-03-15,18.49
Barbados,BRB,2021-03-16,19.01
Barbados,BRB,2021-03-17,19.49
Barbados,BRB,2021-03-18,20.26
Barbados,BRB,2021-03-19,20.95
Barbados,BRB,2021-03-20,21.26
Barbados,BRB,2021-03-21,21.49
Barbados,BRB,2021-03-22,21.5
Barbados,BRB,2021-03-23,21.84
Barbados,BRB,2021-03-25,21.85
Barbados,BRB,2021-03-26,22.16
Barbados,BRB,2021-03-29,22.17
Barbados,BRB,2021-03-30,22.17
Barbados,BRB,2021-03-31,22.18
Barbados,BRB,2021-04-01,22.18
Barbados,BRB,2021-04-02,22.18
Barbados,BRB,2021-04-07,22.18
Barbados,BRB,2021-04-08,22.5
Barbados,BRB,2021-04-09,22.92
Barbados,BRB,2021-04-10,22.92
Barbados,BRB,2021-04-14,22.99
Barbados,BRB,2021-04-15,23.28
Barbados,BRB,2021-04-16,23.83
Barbados,BRB,2021-04-17,24.18
Barbados,BRB,2021-04-18,24.62
Barbados,BRB,2021-04-19,24.67
Barbados,BRB,2021-04-20,24.75
Barbados,BRB,2021-04-21,24.83
Barbados,BRB,2021-04-22,24.93
Barbados,BRB,2021-04-23,25.01
Barbados,BRB,2021-04-24,25.31
Barbados,BRB,2021-04-25,25.61
Barbados,BRB,2021-04-26,25.64
Barbados,BRB,2021-04-27,25.68
Barbados,BRB,2021-04-28,25.73
Barbados,BRB,2021-04-29,25.76
Barbados,BRB,2021-04-30,25.83
Barbados,BRB,2021-05-01,25.96
Barbados,BRB,2021-05-02,26.06
Barbados,BRB,2021-05-03,26.1
Barbados,BRB,2021-05-04,26.15
Barbados,BRB,2021-05-05,26.2
Barbados,BRB,2021-05-06,26.22
Barbados,BRB,2021-05-07,26.26
Barbados,BRB,2021-05-08,26.26
Barbados,BRB,2021-05-09,26.27
Barbados,BRB,2021-05-10,26.29
Belarus,BLR,2020-12-28,0
Belarus,BLR,2021-02-18,0.22
Belarus,BLR,2021-03-12,0.33
Belarus,BLR,2021-03-26,0.71
Belarus,BLR,2021-04-09,1.25
Belarus,BLR,2021-04-23,3.48
Belgium,BEL,2020-12-28,0
Belgium,BEL,2020-12-29,0
Belgium,BEL,2020-12-30,0.01
Belgium,BEL,2020-12-31,0.01
Belgium,BEL,2021-01-01,0.01
Belgium,BEL,2021-01-02,0.01
Belgium,BEL,2021-01-04,0.01
Belgium,BEL,2021-01-05,0.02
Belgium,BEL,2021-01-06,0.06
Belgium,BEL,2021-01-07,0.13
Belgium,BEL,2021-01-08,0.21
Belgium,BEL,2021-01-09,0.23
Belgium,BEL,2021-01-10,0.24
Belgium,BEL,2021-01-11,0.28
Belgium,BEL,2021-01-12,0.42
Belgium,BEL,2021-01-13,0.61
Belgium,BEL,2021-01-14,0.81
Belgium,BEL,2021-01-15,1.01
Belgium,BEL,2021-01-16,1.05
Belgium,BEL,2021-01-17,1.08
Belgium,BEL,2021-01-18,1.18
Belgium,BEL,2021-01-19,1.34
Belgium,BEL,2021-01-20,1.53
Belgium,BEL,2021-01-21,1.79
Belgium,BEL,2021-01-22,2.04
Belgium,BEL,2021-01-23,2.11
Belgium,BEL,2021-01-24,2.13
Belgium,BEL,2021-01-25,2.23
Belgium,BEL,2021-01-26,2.34
Belgium,BEL,2021-01-27,2.48
Belgium,BEL,2021-01-28,2.68
Belgium,BEL,2021-01-29,2.86
Belgium,BEL,2021-01-30,2.9
Belgium,BEL,2021-01-31,2.91
Belgium,BEL,2021-02-01,2.97
Belgium,BEL,2021-02-02,3.18
Belgium,BEL,2021-02-03,3.44
Belgium,BEL,2021-02-04,3.74
Belgium,BEL,2021-02-05,4
Belgium,BEL,2021-02-06,4.06
Belgium,BEL,2021-02-07,4.09
Belgium,BEL,2021-02-08,4.17
Belgium,BEL,2021-02-09,4.41
Belgium,BEL,2021-02-10,4.63
Belgium,BEL,2021-02-11,4.94
Belgium,BEL,2021-02-12,5.24
Belgium,BEL,2021-02-13,5.31
Belgium,BEL,2021-02-14,5.33
Belgium,BEL,2021-02-15,5.44
Belgium,BEL,2021-02-16,5.57
Belgium,BEL,2021-02-17,5.74
Belgium,BEL,2021-02-18,5.98
Belgium,BEL,2021-02-19,6.24
Belgium,BEL,2021-02-20,6.29
Belgium,BEL,2021-02-21,6.31
Belgium,BEL,2021-02-22,6.42
Belgium,BEL,2021-02-23,6.59
Belgium,BEL,2021-02-24,6.79
Belgium,BEL,2021-02-25,7.06
Belgium,BEL,2021-02-26,7.34
Belgium,BEL,2021-02-27,7.37
Belgium,BEL,2021-02-28,7.38
Belgium,BEL,2021-03-01,7.5
Belgium,BEL,2021-03-02,7.7
Belgium,BEL,2021-03-03,7.95
Belgium,BEL,2021-03-04,8.38
Belgium,BEL,2021-03-05,8.75
Belgium,BEL,2021-03-06,8.83
Belgium,BEL,2021-03-07,8.84
Belgium,BEL,2021-03-08,8.99
Belgium,BEL,2021-03-09,9.23
Belgium,BEL,2021-03-10,9.54
Belgium,BEL,2021-03-11,10
Belgium,BEL,2021-03-12,10.38
Belgium,BEL,2021-03-13,10.47
Belgium,BEL,2021-03-14,10.48
Belgium,BEL,2021-03-15,10.74
Belgium,BEL,2021-03-16,11.14
Belgium,BEL,2021-03-17,11.55
Belgium,BEL,2021-03-18,12.2
Belgium,BEL,2021-03-19,12.77
Belgium,BEL,2021-03-20,12.96
Belgium,BEL,2021-03-21,12.97
Belgium,BEL,2021-03-22,13.25
Belgium,BEL,2021-03-23,13.66
Belgium,BEL,2021-03-24,14.19
Belgium,BEL,2021-03-25,14.86
Belgium,BEL,2021-03-26,15.45
Belgium,BEL,2021-03-27,15.64
Belgium,BEL,2021-03-28,15.66
Belgium,BEL,2021-03-29,15.87
Belgium,BEL,2021-03-30,16.14
Belgium,BEL,2021-03-31,16.87
Belgium,BEL,2021-04-01,17.74
Belgium,BEL,2021-04-02,18.45
Belgium,BEL,2021-04-03,18.63
Belgium,BEL,2021-04-04,18.63
Belgium,BEL,2021-04-05,18.75
Belgium,BEL,2021-04-06,19.16
Belgium,BEL,2021-04-07,19.57
Belgium,BEL,2021-04-08,20.64
Belgium,BEL,2021-04-09,21.79
Belgium,BEL,2021-04-10,22.38
Belgium,BEL,2021-04-11,22.41
Belgium,BEL,2021-04-12,22.83
Belgium,BEL,2021-04-13,23.45
Belgium,BEL,2021-04-14,24.32
Belgium,BEL,2021-04-15,25.28
Belgium,BEL,2021-04-16,26.09
Belgium,BEL,2021-04-17,26.59
Belgium,BEL,2021-04-18,26.64
Belgium,BEL,2021-04-19,27.16
Belgium,BEL,2021-04-20,27.59
Belgium,BEL,2021-04-21,28.38
Belgium,BEL,2021-04-22,29.2
Belgium,BEL,2021-04-23,29.81
Belgium,BEL,2021-04-24,30.21
Belgium,BEL,2021-04-25,30.27
Belgium,BEL,2021-04-26,30.81
Belgium,BEL,2021-04-27,31.26
Belgium,BEL,2021-04-28,32.07
Belgium,BEL,2021-04-29,32.97
Belgium,BEL,2021-04-30,33.68
Belgium,BEL,2021-05-01,34.09
Belgium,BEL,2021-05-02,34.12
Belgium,BEL,2021-05-03,34.79
Belgium,BEL,2021-05-04,35.49
Belgium,BEL,2021-05-05,36.81
Belgium,BEL,2021-05-06,38.18
Belgium,BEL,2021-05-07,39.49
Belgium,BEL,2021-05-08,40.26
Belgium,BEL,2021-05-09,40.33
Belgium,BEL,2021-05-10,40.96
Belgium,BEL,2021-05-11,41.37
Belize,BLZ,2021-02-28,0
Belize,BLZ,2021-03-02,0.1
Belize,BLZ,2021-03-03,0.17
Belize,BLZ,2021-03-04,0.21
Belize,BLZ,2021-03-05,0.25
Belize,BLZ,2021-03-09,0.37
Belize,BLZ,2021-03-10,0.63
Belize,BLZ,2021-03-11,1.24
Belize,BLZ,2021-03-12,1.87
Belize,BLZ,2021-03-15,2.41
Belize,BLZ,2021-03-16,2.76
Belize,BLZ,2021-03-17,3
Belize,BLZ,2021-03-18,3.31
Belize,BLZ,2021-03-19,3.77
Belize,BLZ,2021-03-22,4.07
Belize,BLZ,2021-03-23,4.35
Belize,BLZ,2021-03-24,4.57
Belize,BLZ,2021-03-26,5.13
Belize,BLZ,2021-03-31,5.55
Belize,BLZ,2021-04-07,6.03
Belize,BLZ,2021-04-09,6.88
Belize,BLZ,2021-04-12,7.09
Belize,BLZ,2021-04-13,7.53
Belize,BLZ,2021-04-15,8.34
Belize,BLZ,2021-04-16,8.62
Belize,BLZ,2021-04-20,9.05
Belize,BLZ,2021-04-21,9.33
Belize,BLZ,2021-04-22,9.6
Belize,BLZ,2021-04-23,9.89
Belize,BLZ,2021-04-27,10.31
Belize,BLZ,2021-04-28,10.59
Belize,BLZ,2021-05-03,11.2
Belize,BLZ,2021-05-05,11.59
Belize,BLZ,2021-05-06,11.73
Belize,BLZ,2021-05-07,11.99
Bermuda,BMU,2021-01-10,0
Bermuda,BMU,2021-01-16,2.67
Bermuda,BMU,2021-01-23,4.71
Bermuda,BMU,2021-01-30,7.86
Bermuda,BMU,2021-02-06,14.61
Bermuda,BMU,2021-02-09,16.06
Bermuda,BMU,2021-02-15,21.12
Bermuda,BMU,2021-02-22,27.42
Bermuda,BMU,2021-02-27,33.25
Bermuda,BMU,2021-03-01,34.34
Bermuda,BMU,2021-03-03,38.44
Bermuda,BMU,2021-03-10,44.52
Bermuda,BMU,2021-03-15,48.95
Bermuda,BMU,2021-03-22,54.93
Bermuda,BMU,2021-03-27,60.68
Bermuda,BMU,2021-04-04,66.08
Bermuda,BMU,2021-04-10,73.48
Bermuda,BMU,2021-04-19,84.04
Bermuda,BMU,2021-04-26,89.77
Bermuda,BMU,2021-05-02,93.45
Bhutan,BTN,2021-03-26,0
Bhutan,BTN,2021-03-27,11.14
Bhutan,BTN,2021-03-28,23.75
Bhutan,BTN,2021-03-29,35.6
Bhutan,BTN,2021-03-30,44.18
Bhutan,BTN,2021-03-31,51.16
Bhutan,BTN,2021-04-01,56.35
Bhutan,BTN,2021-04-02,58.79
Bhutan,BTN,2021-04-03,59.58
Bhutan,BTN,2021-04-04,60.5
Bhutan,BTN,2021-04-05,60.69
Bhutan,BTN,2021-04-06,60.87
Bhutan,BTN,2021-04-07,61.04
Bhutan,BTN,2021-04-08,61.19
Bhutan,BTN,2021-04-09,61.35
Bhutan,BTN,2021-04-10,61.45
Bhutan,BTN,2021-04-11,61.47
Bhutan,BTN,2021-04-12,61.64
Bhutan,BTN,2021-04-13,61.78
Bhutan,BTN,2021-04-14,61.83
Bhutan,BTN,2021-04-15,61.9
Bhutan,BTN,2021-04-16,61.98
Bhutan,BTN,2021-04-17,62.01
Bhutan,BTN,2021-04-18,62.02
Bhutan,BTN,2021-04-19,62.06
Bhutan,BTN,2021-04-20,62.08
Bhutan,BTN,2021-04-21,62.12
Bhutan,BTN,2021-04-22,62.12
Bhutan,BTN,2021-04-23,62.14
Bhutan,BTN,2021-04-24,62.17
Bhutan,BTN,2021-04-25,62.17
Bhutan,BTN,2021-04-26,62.21
Bhutan,BTN,2021-04-27,62.23
Bhutan,BTN,2021-04-28,62.24
Bhutan,BTN,2021-04-29,62.25
Bhutan,BTN,2021-04-30,62.26
Bhutan,BTN,2021-05-01,62.27
Bhutan,BTN,2021-05-02,62.27
Bhutan,BTN,2021-05-04,62.31
Bhutan,BTN,2021-05-05,62.33
Bhutan,BTN,2021-05-06,62.35
Bhutan,BTN,2021-05-07,62.39
Bhutan,BTN,2021-05-08,62.4
Bhutan,BTN,2021-05-10,62.42
Bhutan,BTN,2021-05-11,62.44
Bolivia,BOL,2021-01-28,0
Bolivia,BOL,2021-01-29,0
Bolivia,BOL,2021-01-30,0
Bolivia,BOL,2021-01-31,0
Bolivia,BOL,2021-02-01,0
Bolivia,BOL,2021-02-02,0.01
Bolivia,BOL,2021-02-03,0.03
Bolivia,BOL,2021-02-11,0.09
Bolivia,BOL,2021-03-02,0.17
Bolivia,BOL,2021-03-03,0.17
Bolivia,BOL,2021-03-04,0.17
Bolivia,BOL,2021-03-05,0.17
Bolivia,BOL,2021-03-06,0.91
Bolivia,BOL,2021-03-07,0.92
Bolivia,BOL,2021-03-08,0.96
Bolivia,BOL,2021-03-09,1.02
Bolivia,BOL,2021-03-10,1.09
Bolivia,BOL,2021-03-11,1.13
Bolivia,BOL,2021-03-12,1.17
Bolivia,BOL,2021-03-13,1.18
Bolivia,BOL,2021-03-14,1.18
Bolivia,BOL,2021-03-15,1.21
Bolivia,BOL,2021-03-16,1.25
Bolivia,BOL,2021-03-17,1.29
Bolivia,BOL,2021-03-18,1.34
Bolivia,BOL,2021-03-19,1.41
Bolivia,BOL,2021-03-20,1.43
Bolivia,BOL,2021-03-21,1.44
Bolivia,BOL,2021-03-22,1.54
Bolivia,BOL,2021-03-23,1.7
Bolivia,BOL,2021-03-24,1.87
Bolivia,BOL,2021-03-25,2.04
Bolivia,BOL,2021-03-26,2.22
Bolivia,BOL,2021-03-27,2.25
Bolivia,BOL,2021-03-28,2.26
Bolivia,BOL,2021-03-29,2.36
Bolivia,BOL,2021-03-30,2.48
Bolivia,BOL,2021-03-31,2.61
Bolivia,BOL,2021-04-01,2.73
Bolivia,BOL,2021-04-02,2.74
Bolivia,BOL,2021-04-03,2.76
Bolivia,BOL,2021-04-04,2.77
Bolivia,BOL,2021-04-05,2.91
Bolivia,BOL,2021-04-06,3.07
Bolivia,BOL,2021-04-07,3.24
Bolivia,BOL,2021-04-08,3.43
Bolivia,BOL,2021-04-09,3.63
Bolivia,BOL,2021-04-10,3.67
Bolivia,BOL,2021-04-11,3.69
Bolivia,BOL,2021-04-12,3.83
Bolivia,BOL,2021-04-13,3.99
Bolivia,BOL,2021-04-14,4.17
Bolivia,BOL,2021-04-15,4.35
Bolivia,BOL,2021-04-16,4.54
Bolivia,BOL,2021-04-17,4.59
Bolivia,BOL,2021-04-18,4.62
Bolivia,BOL,2021-04-19,4.78
Bolivia,BOL,2021-04-20,4.94
Bolivia,BOL,2021-04-21,5.11
Bolivia,BOL,2021-04-22,5.31
Bolivia,BOL,2021-04-23,5.54
Bolivia,BOL,2021-04-24,5.63
Bolivia,BOL,2021-04-25,5.66
Bolivia,BOL,2021-04-26,5.9
Bolivia,BOL,2021-04-27,6.19
Bolivia,BOL,2021-04-28,6.53
Bolivia,BOL,2021-05-01,7.27
Bolivia,BOL,2021-05-03,7.53
Bolivia,BOL,2021-05-04,7.79
Bolivia,BOL,2021-05-05,8.06
Bolivia,BOL,2021-05-06,8.28
Bolivia,BOL,2021-05-07,8.48
Bolivia,BOL,2021-05-08,8.54
Bolivia,BOL,2021-05-09,8.56
Bolivia,BOL,2021-05-10,8.66
Bosnia and Herzegovina,BIH,2021-02-11,0
Bosnia and Herzegovina,BIH,2021-04-09,0.46
Bosnia and Herzegovina,BIH,2021-04-27,3.25
Botswana,BWA,2021-03-25,0
Botswana,BWA,2021-04-02,0.55
Botswana,BWA,2021-04-09,0.76
Botswana,BWA,2021-04-12,1.06
Botswana,BWA,2021-04-16,1.56
Botswana,BWA,2021-04-19,1.77
Botswana,BWA,2021-04-23,2.01
Botswana,BWA,2021-04-26,2.06
Botswana,BWA,2021-04-30,2.12
Botswana,BWA,2021-05-07,2.27
Brazil,BRA,2021-01-16,0
Brazil,BRA,2021-01-17,0
Brazil,BRA,2021-01-18,0
Brazil,BRA,2021-01-19,0.01
Brazil,BRA,2021-01-20,0.01
Brazil,BRA,2021-01-21,0.06
Brazil,BRA,2021-01-22,0.12
Brazil,BRA,2021-01-23,0.25
Brazil,BRA,2021-01-24,0.28
Brazil,BRA,2021-01-25,0.33
Brazil,BRA,2021-01-26,0.4
Brazil,BRA,2021-01-27,0.53
Brazil,BRA,2021-01-28,0.68
Brazil,BRA,2021-01-29,0.78
Brazil,BRA,2021-01-30,0.94
Brazil,BRA,2021-01-31,0.98
Brazil,BRA,2021-02-01,1
Brazil,BRA,2021-02-02,1.08
Brazil,BRA,2021-02-03,1.19
Brazil,BRA,2021-02-04,1.45
Brazil,BRA,2021-02-05,1.45
Brazil,BRA,2021-02-06,1.6
Brazil,BRA,2021-02-07,1.67
Brazil,BRA,2021-02-08,1.7
Brazil,BRA,2021-02-09,1.8
Brazil,BRA,2021-02-10,1.94
Brazil,BRA,2021-02-11,2.07
Brazil,BRA,2021-02-12,2.21
Brazil,BRA,2021-02-13,2.41
Brazil,BRA,2021-02-14,2.46
Brazil,BRA,2021-02-15,2.49
Brazil,BRA,2021-02-16,2.64
Brazil,BRA,2021-02-17,2.77
Brazil,BRA,2021-02-18,2.92
Brazil,BRA,2021-02-19,3.07
Brazil,BRA,2021-02-20,3.21
Brazil,BRA,2021-02-21,3.27
Brazil,BRA,2021-02-22,3.31
Brazil,BRA,2021-02-23,3.43
Brazil,BRA,2021-02-24,3.55
Brazil,BRA,2021-02-25,3.67
Brazil,BRA,2021-02-26,3.81
Brazil,BRA,2021-02-27,3.92
Brazil,BRA,2021-02-28,3.97
Brazil,BRA,2021-03-01,3.98
Brazil,BRA,2021-03-02,4.16
Brazil,BRA,2021-03-03,4.36
Brazil,BRA,2021-03-04,4.58
Brazil,BRA,2021-03-05,4.78
Brazil,BRA,2021-03-10,4.88
Brazil,BRA,2021-03-11,5.05
Brazil,BRA,2021-03-12,5.25
Brazil,BRA,2021-03-13,5.35
Brazil,BRA,2021-03-14,5.37
Brazil,BRA,2021-03-15,5.6
Brazil,BRA,2021-03-17,5.97
Brazil,BRA,2021-03-18,6.12
Brazil,BRA,2021-03-19,6.27
Brazil,BRA,2021-03-20,6.34
Brazil,BRA,2021-03-21,6.38
Brazil,BRA,2021-03-22,6.64
Brazil,BRA,2021-03-23,7.16
Brazil,BRA,2021-03-24,7.5
Brazil,BRA,2021-03-25,7.79
Brazil,BRA,2021-03-26,8.01
Brazil,BRA,2021-03-27,8.24
Brazil,BRA,2021-03-28,8.33
Brazil,BRA,2021-03-29,8.51
Brazil,BRA,2021-03-30,8.57
Brazil,BRA,2021-03-31,9.01
Brazil,BRA,2021-04-02,9.71
Brazil,BRA,2021-04-03,9.86
Brazil,BRA,2021-04-04,9.91
Brazil,BRA,2021-04-05,10.33
Brazil,BRA,2021-04-06,10.75
Brazil,BRA,2021-04-07,11.38
Brazil,BRA,2021-04-08,11.75
Brazil,BRA,2021-04-09,12.11
Brazil,BRA,2021-04-10,12.49
Brazil,BRA,2021-04-11,12.58
Brazil,BRA,2021-04-12,12.91
Brazil,BRA,2021-04-13,14.49
Brazil,BRA,2021-04-14,14.92
Brazil,BRA,2021-04-18,15.5
